,event,mid,time,content,$new_sentiment_pre,content4dl
553481493654544384,charliehebdo,553481493654544384,1420795245.0,@BreakingNews @Beltrew @AP Let's hope that these criminals cannot make more victims.,0,@USER @USER @USER Lets hope that these criminals cannot make more victims
553495625011314688,charliehebdo,553495625011314688,1420798615.0,@afneil let's hope not,0,@USER lets hope not
553536097834115072,charliehebdo,553536097834115072,1420808264.0,@HuffPostUK @mehdirhasan fuck!,0,@USER @USER fuck!
552810541765636097,charliehebdo,552810541765636097,1420635278.0,jp59 @adelesmithnyc @davidkenner Sense and SENSIBILITY?Choice evades West as we try use Western scale of measures Belatedly liberal claptrap,0,jp59 @USER @USER Sense and SENSIBILITYChoice evades West as we try use Western scale of measures Belatedly liberal claptrap
553544568130768897,charliehebdo,553544568130768897,1420810284.0,@FoxNews @AFP awesome!!!,1,@USER @USER awesome!!!
553536697989083136,charliehebdo,553536697989083136,1420808407.0,@RT_com http://t.co/ThdKPkbKdl РЕГИСТРИРУЙСЯ ЭТО ТОЧНО ДЛЯ ТЕБЯ.Ш,1,@USER HTTPURL РЕГИСТРИРУЙСЯ ЭТО ТОЧНО ДЛЯ ТЕБЯШ
553589302157135872,charliehebdo,553589302157135872,1420820949.0,@SunNewsdesk @TheSunNewspaper Who confirmed it? There's no info in that story!,0,@USER @USER Who confirmed it Theres no info in that story!
553519009149100032,charliehebdo,553519009149100032,1420804190.0,@AP Let them due as martyrs then.,1,@USER Let them due as martyrs then
552825586859921408,charliehebdo,552825586859921408,1420638865.0,@JonnyDriperty @Telegraph gotcha -my bad,0,@USER @USER gotcha my bad
553137731010719744,charliehebdo,553137731010719744,1420713286.0,"@SkyNewsBreak 
#stophatingislam 
How media spreads hate for ISLAM &amp; MUSLIMS 
http://t.co/MgfMgZzYz4",0,"@USER 
stophatingislam 
How media spreads hate for ISLAM amp MUSLIMS 
HTTPURL"
553546365695844352,charliehebdo,553546365695844352,1420810712.0,@TIME Very Slow,0,@USER Very Slow
553559299289808897,charliehebdo,553559299289808897,1420813796.0,"@nytimes That info (2 killed in Vincennes, East Paris) has been denied by the Paris @prefpolice",1,@USER That info (2 killed in Vincennes East Paris) has been denied by the Paris @USER
553519192008572928,charliehebdo,553519192008572928,1420804233.0,"@BBCBreaking @bbc5live 
Didn't like the truth from the guy from Edge Hill University though did you Peter? Using it 2 take our rights away.",0,"@USER @USER 
Didnt like the truth from the guy from Edge Hill University though did you Peter Using ittake our rights away"
553591557325336576,charliehebdo,553591557325336576,1420821487.0,@SkyNews 🙏,1,@USER foldedhands
553558200755425280,charliehebdo,553558200755425280,1420813534.0,@cnnbrk http://t.co/xfqmrSpKV8,1,@USER HTTPURL
553589317705424896,charliehebdo,553589317705424896,1420820953.0,RT “@AFP: #BREAKING Killed #CharlieHebdo suspects came out firing on security forces: source”,0,RT @USER BREAKING Killed CharlieHebdo suspects came out firing on security forces source
552792363505295360,charliehebdo,552792363505295360,1420630944.0,@mathieuvonrohr @SPIEGELONLINE Caravan looter's religion islam with rape violence looting slavery coming from7th century as if it were peace,0,@USER @USER Caravan looters religion islam with rape violence looting slavery coming from7th century as if it were peace
553581834647638016,charliehebdo,553581834647638016,1420819169.0,#Bastards! MT @AP: Paris gunman vows to kill 5 hostages if France storms printing plant w/ hunted down brothers: http://t.co/XsHvaDHTBS,0,Bastards! MT @USER Paris gunman vows to killhostages if France storms printing plant w hunted down brothers HTTPURL
553557346870652928,charliehebdo,553557346870652928,1420813330.0,"@afneil so nothing to do with cartoons , just out and out terrorists?",0,@USER so nothing to do with cartoons  just out and out terrorists
553481962795831296,charliehebdo,553481962795831296,1420795357.0,“@BreakingNews: Report: Hostages taken at a printing shop northeast of Paris; some injuries - @FRANCE24 broadcast http://t.co/GnyIYH7hA8”,1,@USER Report Hostages taken at a printing shop northeast of Paris some injuries  @USER broadcast HTTPURL
552791567401238529,charliehebdo,552791567401238529,1420630754.0,@cnni 11 died,1,@USERdied
553558131369062400,charliehebdo,553558131369062400,1420813517.0,Update: French interior ministry says Trocadero security scare is a false alarm. #ParisAttacks http://t.co/ATmBpjwW3b http://t.co/TsUFvSVT8u,0,Update French interior ministry says Trocadero security scare is a false alarm ParisAttacks HTTPURL HTTPURL
553535440821575682,charliehebdo,553535440821575682,1420808107.0,#Vincennes #Montrouge RT “@AFP: #BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source”,1,Vincennes Montrouge RT @USER BREAKING Gunman in policewoman killing suspected in new Paris hostagetaking source
553554139045974016,charliehebdo,553554139045974016,1420812565.0,@ABC @WilliamsJon not good,0,@USER @USER not good
552806009157464064,charliehebdo,552806009157464064,1420634197.0,"I feel provoked, luckily i believe in Liberty, o well words are wind @smallthunderdog @RajaChemayel @cpjskippy @Independent",1,I feel provoked luckily i believe in Liberty o well words are wind @USER @USER @USER @USER
552832639657590784,charliehebdo,552832639657590784,1420640547.0,"#Terror #Paris
@BBCBreaking: #CharlieHebdo editor-in-chief StephaneCharbonnier &amp; 3 other cartoonists among 12 killed
http://t.co/T41liAirYh",1,"Terror Paris
@USER CharlieHebdo editorinchief StephaneCharbonnier ampother cartoonists amongkilled
HTTPURL"
553478215273299968,charliehebdo,553478215273299968,1420794464.0,@BBCBreaking the French security services are a complete shambles,0,@USER the French security services are a complete shambles
552844369649098754,charliehebdo,552844369649098754,1420643343.0,@Bhavdeepnama I don't have it.. why don't you try her here @NoopurTiwari,1,@USER I dont have it why dont you try her here @USER
553511414296748033,charliehebdo,553511414296748033,1420802379.0,@Nakou @Lelex4205 @Rozelit0 ptdr #OFF,0,@USER @USER @USER ptdr OFF
553548084656214016,charliehebdo,553548084656214016,1420811122.0,"@BklynMiddleton The pause button is broken and there is no rewind function.
It's terrifying when you think about it.",1,"@USER The pause button is broken and there is no rewind function
Its terrifying when you think about it"
553535717633433600,charliehebdo,553535717633433600,1420808173.0,"Goodness man ! RT ""@AP: BREAKING: Paris prosecutor: Gunman with hostages in kosher market in eastern Paris; police SWAT on scene.”",1,"Goodness man ! RT ""@USER BREAKING Paris prosecutor Gunman with hostages in kosher market in eastern Paris police SWAT on scene"
553535276245864448,charliehebdo,553535276245864448,1420808068.0,"@GorkaLecumberri @Gisebcn PERDONA!!!!! COMO MARTIRES N O, COMO ASESINOS, SOLO COMO A S E S I N O S",1,@USER @USER PERDONA!!!!! COMO MARTIRES N O COMO ASESINOS SOLO COMO A S E S I N O S
552847148682084353,charliehebdo,552847148682084353,1420644006.0,@SkyNewsBreak unparalleled freedom of speech in both journalism and life is absolutely paramount. Today saw a horrible attack on that. RIP.,0,@USER unparalleled freedom of speech in both journalism and life is absolutely paramount Today saw a horrible attack on that RIP
553595760672256000,charliehebdo,553595760672256000,1420822489.0,@SunNewsdesk Was reading comments on this thread and wondered why there 8 no comment as to what prompted them to do this.,1,@USER Was reading comments on this thread and wondered why thereno comment as to what prompted them to do this
553484827845206016,charliehebdo,553484827845206016,1420796040.0,"@WSJ 

IN UKRAINE HAVE GIVEN THE NAZI COUP, SUPPORTED BY NATO AND MEDIA COMMUNICATION,AS SEE PHOTO.
http://t.co/36JesRQmMb",1,"@USER 

IN UKRAINE HAVE GIVEN THE NAZI COUP SUPPORTED BY NATO AND MEDIA COMMUNICATIONAS SEE PHOTO
HTTPURL"
553518200046891008,charliehebdo,553518200046891008,1420803997.0,@paddy_muldoon @Telegraph crush all fundamentals,0,@USER @USER crush all fundamentals
553572544834703361,charliehebdo,553572544834703361,1420816954.0,You will not succeed. 🇺🇸 @Suhailk32788786 @debra_kamin @b_judah,1,You will not succeed UnitedStates @USER @USER @USER
552798427659386880,charliehebdo,552798427659386880,1420632390.0,@AP French to issue an apology to Muslims this morning.,1,@USER French to issue an apology to Muslims this morning
552810693096116224,charliehebdo,552810693096116224,1420635314.0,Horrible: “@TIME: Breaking: Paris police say 12 dead after shooting at Charlie Hebdo http://t.co/7XIPbr7py9”,0,Horrible @USER Breaking Paris police saydead after shooting at Charlie Hebdo HTTPURL
553588214859325440,charliehebdo,553588214859325440,1420820690.0,"@Diablo_tuitero No lo hemos escrito nosotros, sino @AFP. Es un RT. Es importante no tocar la fuente original :)",1,@USER No lo hemos escrito nosotros sino @USER Es un RT Es importante no tocar la fuente original )
552785743983439872,charliehebdo,552785743983439872,1420629366.0,“@jenanmoussa: BREAKING NEWS: Ten dead in shooting at headquarters of French satirical weekly Charlie Hebdo - French media @Reuters @akhbar”,1,@USER BREAKING NEWS Ten dead in shooting at headquarters of French satirical weekly Charlie Hebdo  French media @USER @USER
553561940518117376,charliehebdo,553561940518117376,1420814425.0,??!! RT @AP: BREAKING: Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks.,0,!! RT @USER BREAKING Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks
553540595898396672,charliehebdo,553540595898396672,1420809337.0,@MailOnline NOT FOR LONG..OUR GOD IS GREAT..ALL OF U WILL DYE IN HELL..TOO BAD!! WRONG GOD.LOSESR TERROISTS.#IDIOTSERVANTS,0,@USER NOT FOR LONGOUR GOD IS GREATALL OF U WILL DYE IN HELLTOO BAD!! WRONG GODLOSESR TERROISTSIDIOTSERVANTS
552796836051050496,charliehebdo,552796836051050496,1420632010.0,"@SkyNews they are changing our society scared to say a word incase they say ur racist,they cut a soldiers head off we get told not to judge.",0,@USER they are changing our society scared to say a word incase they say ur racistthey cut a soldiers head off we get told not to judge
553536361786277888,charliehebdo,553536361786277888,1420808327.0,“@FRANCE24: #BREAKING - At least five hostages in Paris kosher supermarket: (AFP) https://t.co/xFn05puuBm #Vincennes http://t.co/WU3kmq957e”,0,@USER BREAKING  At least five hostages in Paris kosher supermarket (AFP) HTTPURL Vincennes HTTPURL
552805596198871040,charliehebdo,552805596198871040,1420634099.0,"Video footage of the the Paris shooting from French TV, via @nycjim, including a shout of Allahu akbar http://t.co/zRCnE2NeQ6",1,Video footage of the the Paris shooting from French TV via @USER including a shout of Allahu akbar HTTPURL
553518554717622273,charliehebdo,553518554717622273,1420804081.0,@BBCBreaking what about the mentioning of the shot muslim police officer too? #doublestandards #hypocrites,0,@USER what about the mentioning of the shot muslim police officer too doublestandards hypocrites
553611307656966144,charliehebdo,553611307656966144,1420826196.0,@MCS_Corporate @offasreturnII @BBCBreaking Good guys with guns stop bad guys with guns. Again. #gunsense,0,@USER @USER @USER Good guys with guns stop bad guys with guns Again gunsense
553581811121414144,charliehebdo,553581811121414144,1420819163.0,"“@business: BREAKING NEWS: Shots Fired, Hostages Taken in Town Northeast of Paris http://t.co/LS29ihxJRd”#mwoltz",1,@USER BREAKING NEWS Shots Fired Hostages Taken in Town Northeast of Paris HTTPURL
553715081700470785,charliehebdo,553715081700470785,1420850937.0,@riseup4gaza @haploc @AnshelPfeffer @WimLuyckx Oh wait: ~3000 Rockets. #defend #ISRAEL,0,@USER @USER @USER @USER Oh wait 3000 Rockets defend ISRAEL
553598299639676928,charliehebdo,553598299639676928,1420823094.0,@SkyNewsBreak ...... I hope it was VERY painful . Rot in hell.,0,@USER  I hope it was VERY painful  Rot in hell
553535537844191234,charliehebdo,553535537844191234,1420808131.0,"@FRANCE24 @DAVIDMDRAIMAN @France24_en Just saw this on Aus news. They want to die as Martyrs, yet take hostages? Disgusting.Not human beings",0,@USER @USER @USER Just saw this on Aus news They want to die as Martyrs yet take hostages DisgustingNot human beings
553483035002540033,charliehebdo,553483035002540033,1420795613.0,@SkyNewsBreak I hope they get shot between the eyes. Bastards,1,@USER I hope they get shot between the eyes Bastards
553553672182194176,charliehebdo,553553672182194176,1420812454.0,@LindaHelenGreen @BBCBreaking okay fine. But the media will still spur islamaphobia because of this.,0,@USER @USER okay fine But the media will still spur islamaphobia because of this
553591195801096193,charliehebdo,553591195801096193,1420821400.0,"@WSJ ☆""3분영상 입니다!!! 꼭봐주십시요!한명도구조하지않은YouTube에서 [NocutView] 단원고 눈물의 졸업식 ㅡ세월호 생존 학생들이 부른 이선희의 ""인연"" 
진실을 끝까지 밝혀야 합니다
 : http://t.co/t1DaogHXzg""",1,"@USER ☆""3분영상 입니다!!! 꼭봐주십시요!한명도구조하지않은YouTube에서 [NocutView] 단원고 눈물의 졸업식 ㅡ세월호 생존 학생들이 부른 이선희의 ""인연"" 
진실을 끝까지 밝혀야 합니다
  HTTPURL"
552839794875981824,charliehebdo,552839794875981824,1420642253.0,@washingtonpost prayers for France! USA SUPPORTS FREEDOM OF THE PRESS!,1,@USER prayers for France! USA SUPPORTS FREEDOM OF THE PRESS!
553471188530249730,charliehebdo,553471188530249730,1420792789.0,@BBCWorld #JeSuisAhmed #JeNeSuisPasCharlie,1,@USER JeSuisAhmed JeNeSuisPasCharlie
552832446040121344,charliehebdo,552832446040121344,1420640500.0,@SkyNews such a sad sad day. I really don't like this world anymore.,1,@USER such a sad sad day I really dont like this world anymore
553493250385129472,charliehebdo,553493250385129472,1420798048.0,@BBCBreaking Conflicting reports on hostage/s from various media organisations.,0,@USER Conflicting reports on hostages from various media organisations
553905891586867201,charliehebdo,553905891586867201,1420896430.0,"@KashifRashid101 @riseup4gaza @AnshelPfeffer Ah, you mention Jews who kills Cartoonists or Translators (Salman Rushdie). Get a life!",1,@USER @USER @USER Ah you mention Jews who kills Cartoonists or Translators (Salman Rushdie) Get a life!
553529610961715201,charliehebdo,553529610961715201,1420806717.0,“@AFP: #BREAKING Armed man takes hostage in kosher grocery in #Paris: source”,0,@USER BREAKING Armed man takes hostage in kosher grocery in Paris source
552810443207868416,charliehebdo,552810443207868416,1420635255.0,"@cmcawley @oxfordgirl @Alanlsg True, what stirs a murderous heart is beyond my remit. Did you think the material offensive?",0,@USER @USER @USER True what stirs a murderous heart is beyond my remit Did you think the material offensive
553140786465112064,charliehebdo,553140786465112064,1420714015.0,@Telegraph Have the extremists forgotten about the iconoclasm they have committed against the Jews over the centuries?,0,@USER Have the extremists forgotten about the iconoclasm they have committed against the Jews over the centuries
552820284060106754,charliehebdo,552820284060106754,1420637601.0,@DailyMirror WORRY--WE DO NOT HAVE THE QUALATIVE MP TO COMBAT--ISIS..CAMERON ET AL DO NOT HAVE A PLAN ! JUST FLATA http://t.co/pTEAJnAfqa,0,@USER WORRYWE DO NOT HAVE THE QUALATIVE MP TO COMBATISISCAMERON ET AL DO NOT HAVE A PLAN ! JUST FLATA HTTPURL
552796692995907584,charliehebdo,552796692995907584,1420631976.0,@m33ryg @Mumbobee @tnewtondunn @mehdirhasan They presumably did it because they were 'offended'. You're an apologist of Islamist nut jobs!,0,@USER @USER @USER @USER They presumably did it because they were offended Youre an apologist of Islamist nut jobs!
553715498652008448,charliehebdo,553715498652008448,1420851037.0,@helpstring @dandrezner @AP do you understand what a question mark does?,1,@USER @USER @USER do you understand what a question mark does
553532465571459072,charliehebdo,553532465571459072,1420807398.0,@nonleggerlo @guardian Bots will conquest all the world.,1,@USER @USER Bots will conquest all the world
552790854998687744,charliehebdo,552790854998687744,1420630584.0,@guardian President Hollande is reportedly on his way to #Charliehebdo,1,@USER President Hollande is reportedly on his way to Charliehebdo
552815638457384960,charliehebdo,552815638457384960,1420636493.0,@CecileBrisson @StellaJoseM @LePoint En Francia si hablás mal de los nazis del gob de Vichy también te matan,1,@USER @USER @USER En Francia si hablás mal de los nazis del gob de Vichy también te matan
553529155409547266,charliehebdo,553529155409547266,1420806609.0,"Oh, goody. RT @AFP: #BREAKING Armed man takes hostage in kosher grocery in Paris: source",0,Oh goody RT @USER BREAKING Armed man takes hostage in kosher grocery in Paris source
553491751667650560,charliehebdo,553491751667650560,1420797691.0,@BBCBreaking omg :(,1,@USER omg (
553538206033915905,charliehebdo,553538206033915905,1420808767.0,@ABC alarming! This is a consipracy,0,@USER alarming! This is a consipracy
552892509530382337,charliehebdo,552892509530382337,1420654821.0,"@Noslm1 of course. To a liberal, it's never the fault of the actual attacker, especially minorities @ivanapreiss @peterallenparis @rascouet",0,@USER of course To a liberal its never the fault of the actual attacker especially minorities @USER @USER @USER
553530741905039361,charliehebdo,553530741905039361,1420806987.0,@RT_com oh,1,@USER oh
553536006511935488,charliehebdo,553536006511935488,1420808242.0,Oh no... 😔 RT @AFP: #BREAKING At least five hostages in Paris kosher supermarket: source,0,Oh no pensiveface RT @USER BREAKING At least five hostages in Paris kosher supermarket source
553540051838459904,charliehebdo,553540051838459904,1420809207.0,@guardiannews ...lead to chaotic situation pretty easily How long b4 we fall into the trap of war law measures &amp; have our freedoms destroyed,0,@USER lead to chaotic situation pretty easily How long b4 we fall into the trap of war law measures amp have our freedoms destroyed
552878615701233664,charliehebdo,552878615701233664,1420651508.0,@whoislukecusick @BBCBreaking nice saying...,1,@USER @USER nice saying
553559297234595840,charliehebdo,553559297234595840,1420813795.0,@rConflictNews @rubin false news take tour informations  from  official  authorities,0,@USER @USER false news take tour informations  from  official  authorities
552847583526551552,charliehebdo,552847583526551552,1420644109.0,@NICKIMINAJ  😩😥,1,@USER  wearyfacesadbutrelievedface
553518567745142784,charliehebdo,553518567745142784,1420804085.0,"@cnnbrk @CNN Martyrs, in only their minds and in those of their mindset. Not, in those in the civilized world.",1,@USER @USER Martyrs in only their minds and in those of their mindset Not in those in the civilized world
553518690872745985,charliehebdo,553518690872745985,1420804114.0,@NBCNews so much for Local and Int'l Media adhering to a NO Publish of the building. Brilliant idiots as usual NBC,0,@USER so much for Local and Intl Media adhering to a NO Publish of the building Brilliant idiots as usual NBC
554071925425983488,charliehebdo,554071925425983488,1420936015.0,@ezeijlemaker @balohastalent It is indeed :3,0,@USER @USER It is indeed 3
552832312845795328,charliehebdo,552832312845795328,1420640469.0,@BBCBreaking *three terrorists. Call them what they are.,0,@USER *three terrorists Call them what they are
553543818814164992,charliehebdo,553543818814164992,1420810105.0,@LP_Angels @AP praying for you 🙏❤️,1,@USER @USER praying for you foldedhandsredheart
553591524391669761,charliehebdo,553591524391669761,1420821479.0,@SkyNewsBreak surely you mean Islamist terrorist not gunman !!,0,@USER surely you mean Islamist terrorist not gunman !!
552787544837197824,charliehebdo,552787544837197824,1420629795.0,BREAKING: 'Ten shot dead' as gunmen storm HQ of satirical magazine Charlie Hebdo in Paris http://t.co/yGyND65MR8 https://t.co/BFVHx422JS,1,BREAKING Ten shot dead as gunmen storm HQ of satirical magazine Charlie Hebdo in Paris HTTPURL HTTPURL
553537237405937664,charliehebdo,553537237405937664,1420808536.0,@Maccabee3Star So? Hostages are hostages.,0,@USER So Hostages are hostages
552837451341774851,charliehebdo,552837451341774851,1420641694.0,@YessToLove @AgnesCPoirier http://t.co/VnXUF9CeeU,1,@USER @USER HTTPURL
553508098825261056,charliehebdo,553508098825261056,1420801589.0,Police have surrounded this building where the suspected #CharlieHebdo attackers are holed-up http://t.co/B0TRvE2iYs http://t.co/becxNG0Kxi,0,Police have surrounded this building where the suspected CharlieHebdo attackers are holedup HTTPURL HTTPURL
553207887669903360,charliehebdo,553207887669903360,1420730013.0,"@MurtazaGeoNews @NasimZehra but AAbbasi don't agree with you:
http://t.co/Ka6NyjEfvs
Those who did d killing were following what instructed",0,"@USER @USER but AAbbasi dont agree with you
HTTPURL
Those who did d killing were following what instructed"
553559751884566528,charliehebdo,553559751884566528,1420813904.0,The suspect in a Paris kosher supermarket siege killed two people and is holding hostages http://t.co/EjAIFv6jyj @nytimes,1,The suspect in a Paris kosher supermarket siege killed two people and is holding hostages HTTPURL @USER
553146540257452033,charliehebdo,553146540257452033,1420715386.0,@bbclysedoucet @BBCWorld Very conspicuous then...,1,@USER @USER Very conspicuous then
552877204304977921,charliehebdo,552877204304977921,1420651172.0,@RT_com 12 french death is not even worth discussing or spoken about compared to 100s which are killed by USA &amp; NATO bombing on daily basis,0,@USERfrench death is not even worth discussing or spoken about compared to 100s which are killed by USA amp NATO bombing on daily basis
553165848211640320,charliehebdo,553165848211640320,1420719990.0,@genlady9 @smitch2402 @BBCBreaking..  That doesn't hide the fact people use religion as an excuse to kill,0,@USER @USER @USER  That doesnt hide the fact people use religion as an excuse to kill
553555504736526337,charliehebdo,553555504736526337,1420812891.0,"@PzFeed @mexicanlarry Catch em, then the Guillotine!",0,@USER @USER Catch em then the Guillotine!
553483624268308480,charliehebdo,553483624268308480,1420795753.0,“@guardiannews: What we know so far about the major operation northeast of Paris #CharlieHebdo http://t.co/qf1BEKdcZz http://t.co/Cm2Sbtepww,1,@USER What we know so far about the major operation northeast of Paris CharlieHebdo HTTPURL HTTPURL
552821324834697217,charliehebdo,552821324834697217,1420637849.0,"@Orengerman Thx for your sympathize, this act has nothing to do with your conflict, it's an internal attack, we try to do with what we have",0,@USER Thx for your sympathize this act has nothing to do with your conflict its an internal attack we try to do with what we have
553552881677516800,charliehebdo,553552881677516800,1420812266.0,@GSabrina1 @bdev67 Amsterdam is full of Zionist thieves,0,@USER @USER Amsterdam is full of Zionist thieves
553477770622533632,charliehebdo,553477770622533632,1420794358.0,"@RT_com Menschjagd, live on air - ja das ist ja mal ein Gaudi. Wann ist es ""mind-blowing"" ??? Jetzt bitte noch mit eigenem Hubschrauber... !",1,"@USER Menschjagd live on air  ja das ist ja mal ein Gaudi Wann ist es ""mindblowing""  Jetzt bitte noch mit eigenem Hubschrauber !"
552806341786759168,charliehebdo,552806341786759168,1420634277.0,@Noody69Noody Welcome to modern Europe.,1,@USER Welcome to modern Europe
553534852348538880,charliehebdo,553534852348538880,1420807967.0,.@France24_en @tagesschau The two suspects have now taken hostages and holed themselves up at three different places simulatenously.,0,@USER @USER The two suspects have now taken hostages and holed themselves up at three different places simulatenously
553141050030948352,charliehebdo,553141050030948352,1420714077.0,@SkyNewsBreak have they actually been caught or just located....,0,@USER have they actually been caught or just located
552834518420176896,charliehebdo,552834518420176896,1420640995.0,@BBCBreaking So sad. My thoughts and prayers for the families of the victims. 😢,1,@USER So sad My thoughts and prayers for the families of the victims cryingface
552791639304208384,charliehebdo,552791639304208384,1420630771.0,@AviMayer They didn't appreciate the Security Council vote?,0,@USER They didnt appreciate the Security Council vote
553461741917863936,charliehebdo,553461741917863936,1420790536.0,Rural region of northern France searched in hunt for #CharlieHebdo gunmen - latest updates http://t.co/7iVIN3nqCv http://t.co/YrdUIOjrZF,1,Rural region of northern France searched in hunt for CharlieHebdo gunmen  latest updates HTTPURL HTTPURL
552793838260338688,charliehebdo,552793838260338688,1420631296.0,"Horrible. ""@BreakingNews: 11 dead in Paris shooting at French satirical newspaper Charlie Hebdo, police say - @AP http://t.co/YdksLAGby8”",0,"Horrible ""@USERdead in Paris shooting at French satirical newspaper Charlie Hebdo police say  @USER HTTPURL"
553547922042654722,charliehebdo,553547922042654722,1420811083.0,WELP RT @AP: BREAKING: Police official: Hostage-taker at Paris market appears linked to newspaper attack suspects.,0,WELP RT @USER BREAKING Police official Hostagetaker at Paris market appears linked to newspaper attack suspects
552794672356397056,charliehebdo,552794672356397056,1420631494.0,"@AnnetteF24 @France24_en As they left the building. They shouted ""The prophet has been avenged"" Guess it has nothing to do with islam Pftttt",0,"@USER @USER As they left the building They shouted ""The prophet has been avenged"" Guess it has nothing to do with islam Pftttt"
553573994100981760,charliehebdo,553573994100981760,1420817299.0,"@AP Repeat: ""We do no negotiate with terrorists""",0,"@USER Repeat ""We do no negotiate with terrorists"""
553479585979826176,charliehebdo,553479585979826176,1420794791.0,"@nytimes 
'Islamist' #Turkey AKP lawmaker claims #CharlieHebdo killings were staged like a movie script to shift the blame unto Muslims",0,"@USER 
Islamist Turkey AKP lawmaker claims CharlieHebdo killings were staged like a movie script to shift the blame unto Muslims"
552791416523333632,charliehebdo,552791416523333632,1420630718.0,@RT_com thought France trying to keep the peace,1,@USER thought France trying to keep the peace
553148002626711553,charliehebdo,553148002626711553,1420715735.0,@genlady9 @BBCBreaking http://t.co/xz8gYJE99q,1,@USER @USER HTTPURL
553551685088731136,charliehebdo,553551685088731136,1420811980.0,@p_vanostaeyen @koertdebeuf @Annabellvdb @RudiVranckx thought I heard on CNN AQAP of Yemen has taken credit.,1,@USER @USER @USER @USER thought I heard on CNN AQAP of Yemen has taken credit
553176966179078144,charliehebdo,553176966179078144,1420722640.0,@genlady9 @BBCBreaking what is wrong with the phrase 'not in my name'? Do not kill because you do not agree with someone's view.,0,@USER @USER what is wrong with the phrase not in my name Do not kill because you do not agree with someones view
552865970352820225,charliehebdo,552865970352820225,1420648493.0,@OnlyWhiteTiger @notrexmurphy @BlueRaveFinn then sadly they were not given the necessary resources considering the risks,0,@USER @USER @USER then sadly they were not given the necessary resources considering the risks
552839230259748864,charliehebdo,552839230259748864,1420642118.0,@cnnbrk i hope they find them very soon evil,1,@USER i hope they find them very soon evil
553557386653630464,charliehebdo,553557386653630464,1420813340.0,@iankeithtom whatsup,1,@USER whatsup
553573085522432000,charliehebdo,553573085522432000,1420817083.0,@ZachEClark @AP WWII?,1,@USER @USER WWII
553524499803815937,charliehebdo,553524499803815937,1420805499.0,@NBCNews these the same Islamic Terrorists you  claimed were dead a couple days ago?,0,@USER these the same Islamic Terrorists you  claimed were dead a couple days ago
553561890362630144,charliehebdo,553561890362630144,1420814414.0,#BREAKING: Police order all shops closed in famed Jewish neighborhood in central #Paris far from attacks- @AP,1,BREAKING Police order all shops closed in famed Jewish neighborhood in central Paris far from attacks @USER
553495497269182465,charliehebdo,553495497269182465,1420798584.0,@AFPphoto http://t.co/neSCauZZbj,1,@USER HTTPURL
553487150550089728,charliehebdo,553487150550089728,1420796594.0,“@FoxNews: BREAKING: French police tell AP suspects in #CharlieHebdo attack have taken a hostage northeast of Paris.” oh dear.,0,@USER BREAKING French police tell AP suspects in CharlieHebdo attack have taken a hostage northeast of Paris oh dear
553536257670672384,charliehebdo,553536257670672384,1420808302.0,“@AFP: #BREAKING Gunman in policewoman killing suspected in new Paris hostage-taking: source”,1,@USER BREAKING Gunman in policewoman killing suspected in new Paris hostagetaking source
553558441164554240,charliehebdo,553558441164554240,1420813591.0,@emelinepcrd @VoiceOfZouis @iankeithtom c du bidon regarde le tweet que jnaibrt,1,@USER @USER @USER c du bidon regarde le tweet que jnaibrt
553513832971513856,charliehebdo,553513832971513856,1420802956.0,@NBCNews destroy them and accelerate their trip to hell,0,@USER destroy them and accelerate their trip to hell
553478329358368769,charliehebdo,553478329358368769,1420794491.0,@BBCBreaking http://t.co/aIrVDS4ub7,1,@USER HTTPURL
553572909659062272,charliehebdo,553572909659062272,1420817041.0,"@JonathanHuntFNC @AP See, this whole thing just reminds me of WWII.",1,@USER @USER See this whole thing just reminds me of WWII
553255878628237313,charliehebdo,553255878628237313,1420741455.0,@BBCtrending @sven10hove @LucilleClerc,1,@USER @USER @USER
553518747919450112,charliehebdo,553518747919450112,1420804128.0,@AFPphoto stop live tweeting during a tactical raid. Do not share anything but the obvious.,0,@USER stop live tweeting during a tactical raid Do not share anything but the obvious
552824322805334017,charliehebdo,552824322805334017,1420638564.0,"@sal7__00 
 ونعم بالله/ لكن الالاف ابيات الشعر قيلت هجاء في الرسول ولا نراها الان ولا نسمعها!! لماذا؟ لان الرسول و اصحابه لم يلقو لها بال.",1,"@USER 
 ونعم بالله لكن الالاف ابيات الشعر قيلت هجاء في الرسول ولا نراها الان ولا نسمعها!! لماذا؟ لان الرسول و اصحابه لم يلقو لها بال"
552807638233120769,charliehebdo,552807638233120769,1420634586.0,"@Colvinius That is so, so sad. @Beltrew @LePoint",0,@USER That is so so sad @USER @USER
553510791903985665,charliehebdo,553510791903985665,1420802231.0,@strangebloke1 @Telegraph Maybe it's to smash through the walls of the building and provide cover for #French special forces following?,0,@USER @USER Maybe its to smash through the walls of the building and provide cover for French special forces following
553587250232311810,charliehebdo,553587250232311810,1420820460.0,@France24_en good,1,@USER good
553538060999462913,charliehebdo,553538060999462913,1420808732.0,@thebugler69 sometimes overlooked that the media is a viable asset of war.,0,@USER sometimes overlooked that the media is a viable asset of war
